2010-03-30,-0.0031
2010-03-31,-0.0112
2010-04-01,0.0001
2010-04-02,-0.025
2010-04-05,-0.0087
2010-04-06,0.0042
2010-04-07,-0.0048
2010-04-08,-0.0088
2010-04-09,-0.0078
2010-04-12,0.0039
2010-04-13,-0.0224
2010-04-14,0.0025
2010-04-15,0.0179
2010-04-16,0.0066
2010-04-19,-0.007
2010-04-20,0.0024
2010-04-21,-0.009
2010-04-22,-0.0172
2010-04-23,-0.0069
2010-04-26,0.0355
2010-04-27,-0.0005
2010-04-28,-0.0308
2010-04-29,0.0184
2010-04-30,-0.0205
2010-05-03,0.0229
2010-05-04,0.0087
2010-05-05,0.0428
2010-05-06,0.0109
2010-05-07,-0.037
2010-05-10,-0.0099
2010-05-11,-0.0135
2010-05-12,0.0088
2010-05-13,0.0138
2010-05-14,0.0061
2010-05-17,0.0191
2010-05-18,0.0191
2010-05-19,0.0559
2010-05-20,-0.0131
2010-05-21,0.012
2010-05-24,0.0071
2010-05-25,-0.0107
2010-05-26,-0.0403
2010-05-27,0.0089
2010-05-31,0.0418
2010-06-01,-0.0367
2010-06-02,-0.0073
2010-06-03,0.0562
2010-06-04,0.0335
2010-06-07,0.004
2010-06-08,-0.0069
2010-06-09,-0.0403
2010-06-10,-0.0071
2010-06-11,-0.0038
2010-06-14,-0.023
2010-06-15,0.0044
2010-06-16,0.0049
2010-06-17,0.0038
2010-06-18,0.0185
2010-06-21,0.0207
2010-06-22,0.0012
2010-06-23,0.006
2010-06-24,-0.007
2010-06-25,0.0061
2010-06-28,0.0458
2010-06-29,0.0162
2010-06-30,0.0118
2010-07-01,0.0198
2010-07-05,0.024
2010-07-06,-0.0435
2010-07-07,-0.0134
2010-07-08,-0.0273
2010-07-09,0.015
2010-07-12,-0.0362
2010-07-13,0.0025
2010-07-14,0.0088
2010-07-15,0.0396
2010-07-16,-0.0001
2010-07-19,-0.0163
2010-07-20,0.0142
2010-07-21,-0.0198
2010-07-22,-0.0082
2010-07-23,-0.0172
2010-07-26,0.0116
2010-07-27,0.0239
2010-07-28,0.0025
2010-07-29,-0.0019
2010-07-30,-0.0207
2010-08-02,0.0005
2010-08-03,0.0016
2010-08-04,-0.0059
2010-08-05,0.0019
2010-08-06,-0.0089
2010-08-09,0.0216
2010-08-10,0.0388
2010-08-11,0.0068
2010-08-12,0.001
2010-08-13,-0.0052
2010-08-16,-0.0111
2010-08-17,-0.0049
2010-08-18,0.0324
2010-08-19,0.0074
2010-08-20,0.0219
2010-08-23,0.0169
2010-08-24,-0.0215
2010-08-25,0.0133
2010-08-26,-0.0241
2010-08-27,0.0256
2010-08-30,0.0009
2010-08-31,-0.0443
2010-09-01,-0.0172
2010-09-02,-0.0225
2010-09-06,0.0207
2010-09-07,-0.0168
2010-09-08,-0.0012
2010-09-09,0.0013
2010-09-10,-0.0247
2010-09-13,-0.0008
2010-09-14,-0.0035
2010-09-15,0.0046
2010-09-16,-0.0032
2010-09-17,-0.0155
2010-09-20,-0.0027
2010-09-21,0.0149
2010-09-22,0.0036
2010-09-23,-0.0185
2010-09-24,-0.0023
2010-09-27,-0.0017
2010-09-28,-0.0023
2010-09-29,0
2010-09-30,-0.002
2010-10-01,0.0195
2010-10-04,-0.0282
2010-10-05,0.009
2010-10-06,0.0013
2010-10-07,-0.0067
2010-10-08,-0.002
2010-10-11,-0.0069
2010-10-12,-0.0108
2010-10-13,0.0099
2010-10-14,-0.0065
2010-10-15,-0.006
2010-10-18,0.0179
2010-10-19,0.0071
2010-10-20,0.0065
2010-10-21,-0.0072
2010-10-22,0.0003
2010-10-25,0.0005
2010-10-26,0.0001
2010-10-27,0.0015
2010-10-28,-0.0036
2010-10-29,0.0135
2010-11-01,-0.0023
2010-11-02,-0.0031
2010-11-03,-0.0101
2010-11-04,0.0016
2010-11-05,-0.0094
2010-11-08,0.0238
2010-11-09,-0.0128
2010-11-10,0.006
2010-11-11,0.0224
2010-11-12,-0.0016
2010-11-15,0.0101
2010-11-16,-0.0011
2010-11-17,-0.0076
2010-11-18,-0.0011
2010-11-19,-0.0042
2010-11-22,0.0179
2010-11-23,-0.0148
2010-11-25,0.007
2010-11-26,0.0012
2010-11-29,0.0043
2010-11-30,-0.0099
2010-12-01,-0.0114
2010-12-02,-0.0038
2010-12-03,-0.0067
2010-12-06,-0.0004
2010-12-07,-0.0061
2010-12-08,-0.0042
2010-12-09,-0.0129
2010-12-10,0.0013
2010-12-13,-0.0012
2010-12-14,-0.0023
2010-12-15,-0.0025
2010-12-16,-0.0047
2010-12-17,-0.0075
