2010-03-30,0.0018
2010-03-31,-0.0068
2010-04-01,0.0001
2010-04-02,-0.0235
2010-04-05,-0.0087
2010-04-06,0.0026
2010-04-07,-0.0051
2010-04-08,-0.0053
2010-04-09,-0.0048
2010-04-12,-0.0003
2010-04-13,-0.0237
2010-04-14,-0.0019
2010-04-15,0.0201
2010-04-16,0.0044
2010-04-19,-0.0142
2010-04-20,-0.0021
2010-04-21,-0.0112
2010-04-22,-0.0128
2010-04-23,0.0026
2010-04-26,0.031
2010-04-27,-0.0026
2010-04-28,-0.0185
2010-04-29,0.019
2010-04-30,-0.0223
2010-05-03,0.0316
2010-05-04,0.0159
2010-05-05,0.0429
2010-05-06,0.028
2010-05-07,-0.0538
2010-05-10,-0.007
2010-05-11,-0.0281
2010-05-12,0.0072
2010-05-13,0.0256
2010-05-14,0.0049
2010-05-17,0.0138
2010-05-18,0.0171
2010-05-19,0.0543
2010-05-20,-0.0152
2010-05-21,0.0102
2010-05-24,0.0026
2010-05-25,-0.005
2010-05-26,-0.0436
2010-05-27,0.0096
2010-05-31,0.0361
2010-06-01,-0.0367
2010-06-02,-0.0088
2010-06-03,0.0474
2010-06-04,0.0302
2010-06-07,0.0031
2010-06-08,0.0024
2010-06-09,-0.0383
2010-06-10,-0.0131
2010-06-11,-0.0063
2010-06-14,-0.0238
2010-06-15,0.0072
2010-06-16,0.0029
2010-06-17,0.0009
2010-06-18,0.0129
2010-06-21,0.0227
2010-06-22,-0.0003
2010-06-23,0.0171
2010-06-24,-0.0186
2010-06-25,0.0103
2010-06-28,0.0427
2010-06-29,0.0105
2010-06-30,0.0086
2010-07-01,0.0131
2010-07-05,0.0168
2010-07-06,-0.0435
2010-07-07,-0.0118
2010-07-08,-0.0196
2010-07-09,0.015
2010-07-12,-0.035
2010-07-13,0.0023
2010-07-14,0.006
2010-07-15,0.0364
2010-07-16,-0.0007
2010-07-19,-0.0161
2010-07-20,0.0148
2010-07-21,-0.0312
2010-07-22,-0.0213
2010-07-23,-0.0251
2010-07-26,0.009
2010-07-27,0.0159
2010-07-28,0.0002
2010-07-29,-0.0047
2010-07-30,-0.0214
2010-08-02,0.009
2010-08-03,-0.0085
2010-08-04,0.0095
2010-08-05,0.0036
2010-08-06,-0.0088
2010-08-09,0.0199
2010-08-10,0.0394
2010-08-11,0.0066
2010-08-12,0.0097
2010-08-13,-0.006
2010-08-16,-0.0144
2010-08-17,-0.0052
2010-08-18,0.0249
2010-08-19,0.0044
2010-08-20,0.0143
2010-08-23,0.0125
2010-08-24,-0.0151
2010-08-25,0.0125
2010-08-26,-0.0248
2010-08-27,0.0202
2010-08-30,0.0027
2010-08-31,-0.0398
2010-09-01,-0.0185
2010-09-02,-0.0176
2010-09-06,0.0203
2010-09-07,-0.0168
2010-09-08,0.0006
2010-09-09,-0.0051
2010-09-10,-0.021
2010-09-13,0.0022
2010-09-14,-0.0016
2010-09-15,0.0041
2010-09-16,-0.0013
2010-09-17,-0.0218
2010-09-20,0.0063
2010-09-21,0.0132
2010-09-22,0.0095
2010-09-23,-0.026
