2010-03-30,0.0009
2010-03-31,-0.0057
2010-04-01,0.0001
2010-04-02,-0.0149
2010-04-05,-0.0087
2010-04-06,0.0033
2010-04-07,-0.0062
2010-04-08,0.0015
2010-04-09,0.0005
2010-04-12,0.006
2010-04-13,-0.0099
2010-04-14,-0.002
2010-04-15,0.0144
2010-04-16,0.008
2010-04-19,-0.0075
2010-04-20,-0.0072
2010-04-21,-0.006
2010-04-22,-0.0037
2010-04-23,0.0017
2010-04-26,0.023
2010-04-27,0.0039
2010-04-28,-0.0005
2010-04-29,-0.0003
2010-04-30,-0.0059
2010-05-03,0.0221
2010-05-04,0.0137
2010-05-05,0.035
2010-05-06,0.0128
2010-05-07,-0.0433
2010-05-10,0.0045
2010-05-11,-0.0147
2010-05-12,0.003
2010-05-13,0.0201
2010-05-14,0.0093
2010-05-17,0.0043
2010-05-18,0.0098
2010-05-19,0.0498
2010-05-20,-0.0032
2010-05-21,0.006
2010-05-24,-0.0004
2010-05-25,-0.0091
2010-05-26,-0.0365
2010-05-27,0.0016
2010-05-31,0.0287
2010-06-01,-0.0367
2010-06-02,-0.001
2010-06-03,0.0363
2010-06-04,0.0194
2010-06-07,0.0038
2010-06-08,0.0023
2010-06-09,-0.0295
2010-06-10,-0.0078
2010-06-11,-0.0053
2010-06-14,-0.0093
2010-06-15,0.0019
2010-06-16,0.004
2010-06-17,0.0061
2010-06-18,0.0061
2010-06-21,0.014
2010-06-22,0.0019
2010-06-23,0.0131
2010-06-24,-0.0061
2010-06-25,0.004
2010-06-28,0.0382
2010-06-29,0.0011
2010-06-30,0.0032
2010-07-01,0.0031
2010-07-05,0.0102
2010-07-06,-0.0435
2010-07-07,-0.0026
2010-07-08,-0.0063
2010-07-09,0.0079
2010-07-12,-0.0238
2010-07-13,0.0023
2010-07-14,0.0022
2010-07-15,0.0231
2010-07-16,0.0069
2010-07-19,-0.0118
2010-07-20,0.0031
2010-07-21,-0.0178
2010-07-22,-0.0067
2010-07-23,-0.0157
2010-07-26,0.0098
2010-07-27,0.0036
2010-07-28,-0.0089
2010-07-29,-0.0034
2010-07-30,-0.0135
2010-08-02,-0.0006
2010-08-03,-0.0038
2010-08-04,0.0059
2010-08-05,-0.0005
2010-08-06,0.0021
2010-08-09,0.0126
2010-08-10,0.0317
2010-08-11,0.0053
2010-08-12,0.0029
2010-08-13,-0.003
2010-08-16,-0.0057
2010-08-17,0.0039
2010-08-18,0.0169
2010-08-19,-0.0006
2010-08-20,0.0074
2010-08-23,0.0071
2010-08-24,-0.0057
2010-08-25,0.0045
2010-08-26,-0.0179
2010-08-27,0.0111
2010-08-30,0.0017
2010-08-31,-0.0251
2010-09-01,-0.0109
2010-09-02,-0.0091
2010-09-06,0.0088
2010-09-07,-0.0168
2010-09-08,0.0043
2010-09-09,0.0002
2010-09-10,-0.0068
2010-09-13,0.0089
2010-09-14,0.0051
2010-09-15,0.0026
2010-09-16,0.0018
